client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
2e25117baef86367d86e4ea8380fdbb406e0f539db3cc4ffbefce84e85b6f19b0ecbd3d01e0d36527c99c1252adf5191684bc4504d23f858854b08a9718c7aef	senatelecom_fa_18613332.mp3	انعکاس مثبت دهید و اعتبار ببخشید	2	0				fa	
2f28c6a9484e8eab923af086b330d27e95a22f0adb44a98349d7ed9907675198033db18f933085a4052df8c4dd2baf27d0ccca8ae29b3d8a06bc3061365ca9d1	senatelecom_fa_19922924.mp3	یک میز دو نفره، لطفاً.	2	0	thirties	female		fa	
339306050d22e9efba49afa01dead49f1194c42131ccde9e49b595eadd07a5fb2f491b5c9e725fb1680f86d6742e091f1a0d84db5f4c245d03278ff370e3d28a	senatelecom_fa_21589958.mp3	اون گوشه از قلبم که مال هیچکس نیست	2	0				fa	
378d9f0faafe1101005c12f36660da6441bb25b2fb1fda3d6209c7c20852a17a2fa3687d4f26a0a69bbbbec63fcfb9304635fc5d5e2a5250a769f8294647ffc2	senatelecom_fa_19216636.mp3	حالا من اون احمقه هستم	2	0				fa	
3d0c6b6664412dab9b00bd21e6f59323be47cae10ae5cae314ac07a4ca436978a42f6848425c5e2892a5576fe183d9f2b6fc4a01dff60aaced6186f6342e9f0c	senatelecom_fa_18704245.mp3	خلاصه ازادش کرده بودن ولی یه خورده تو مرز نگهش داشتن،بعد فرستادن سر زندگیش.	2	0				fa	
3e67f443e6573c4ebbc4b09883d609b9c4f2d0c65759cc817829c7cb3f60a932d1760c52170ded13eefac4df057346ad94bf257f0d61fce83bc8b9258d1e3ffc	senatelecom_fa_21914200.mp3	کوهستان هندوکش در شمال شرق افغانستان منطقهای فعال از نظر زمینشناختی است	2	0				fa	
3fd84b2ae5e8172ac98c37be1e7a869a861e0add7f8c2205a271a30fbbeb4cc5b3d2964656b12ad910f9c2098bda38d7e8d908fbe896555703586fa756d9082b	senatelecom_fa_19225644.mp3	بعضی وقت ها فکر می کنم	2	0				fa	
41233d5935dddb9be64c62d4d0aa15f2896252916742d7ee01db43111457cd3af25b66a90014fc74cb8f5a6100b96175fee78b35b3d72b7221a29428d1887392	senatelecom_fa_19333145.mp3	من گرسنهام.	2	0				fa	
4913be3f9c309b8b41d1ffa9a714fc3cacf5841cb0ad68520b7dcf6b1bf538d96cf96bdfe27895bb16a1b38b845643a101c9c932de3a51dfc08fb7c9d71e6959	senatelecom_fa_21803931.mp3	دو تا لیوان خوردی ولی اشکال نداره بازم بخور	2	0				fa	
4bda3340dc91e0b8e78d0caac86b68cf0ccb32b55ce9e70ae105ac6edeb09b76056e0774c115862609a254b02117ab4476fdbae40eef77fa3a08a91e71195fee	senatelecom_fa_19090820.mp3	ذره ذره٬قطره قطره٬ می سوزم اما می مونم	2	0				fa	
4d85548d995f62b0202a37dface3412ba4ecfdc96c75c1f382b0c10481b000d7e959a66dce1928d0387583afef1c80be9198c4ae64d3e80fbc44c3ffc12feb6e	senatelecom_fa_20177862.mp3	آیا شما تمبر میفروشید؟	2	1				fa	
4d917be37c7cf3b3a3cc818ea407c0eb702d86786bc2c98bdd4d65b94364b084723f847fe8b304ecb22efd4d0e85d2f52943a476c5cc9ec6b246521b8760e0d3	senatelecom_fa_18614343.mp3	از بس هول هولکی رفتیم و اومدیم اصلاً نفهمدیم کی به کیه.	2	0				fa	
507f9938507fcbb600a2d3eccb5aba68cec76cd501b7f47a19a188de14cfcf75ef10d9197b667ef58a8c7b1f660f81a91fcac76a31b4e0c25d034b01d702f137	senatelecom_fa_19207153.mp3	اگه بلایی سر آقای برادر و بابام بیاد	6	5				fa	
50e114e02f6cee722b12d0bfd6ee588b51dd80809715a7426873e2b492522ddf1e482374fc7021ee52a6c376a4d93b1adcfd659d4945a6a7e98f1f8af3e2d052	senatelecom_fa_18630897.mp3	و تاثیر خیلی مثبتی روی جان نگذاشت	2	0				fa	
51e2d8573ef4a6c9dd8aedc845a8768e4812a6d15e31ddaa2884b367ca4912f43f9bfbab9a1dbc5b0577f3416e6d0c98f883d33ac75ede143af605ac52ab6800	senatelecom_fa_21826686.mp3	کشور گابن بزرگترین تولیدکننده منگنز در جهان است	2	0				fa	
5688316f26862430157d7277a81ef5587b4edd91a4f356b74dc00cddff13166ee6c52855df5235f1639f717917a228d50d57791021cefb1a3358517e45a51fb6	senatelecom_fa_21588677.mp3	من کرد هستم	2	1				fa	
579148eb9beb7a9f19d1cff721ac36cc7f6e33721cf07fd75d39660d20ef0ada600df8594315bd8cb7a3e272a09579b83c061bca48ea2bb9b6ca9fd1a80d1381	senatelecom_fa_18443630.mp3	کسی جلو نیاد خون جلو چشامو گرفته.	2	0				fa	
588e3ad62cc1959b97cee85b6d9f513b40fe81f2b9c8fb65fcc00ad79b13f74f3650c51062ac73b763ba87c3eb46fb04e493efc42b3fe29e0f7e9e3954a1fadd	senatelecom_fa_19249997.mp3	چرا چرند میگی؟ حالت خوش نیست ها	2	0	twenties	male		fa	
5a5f2361f2d22f37c13b238f913ec3c0e2032fc4a40407c510e8ef75eda71479667256e25407a93b9e4df2ef66456134e8e54d61446521cdbaccfa5b9c0da1c5	senatelecom_fa_19216642.mp3	مردم به او به چشم یک قهرمان می نگرند	2	0				fa	
5adb529b7244b34b86bd0332440bff04d83dfc92ebc8dc9225aeb5f6e9fa5f7f4390d5e4f481247d7f2735054eb98a6105eda9dfe105123d8b4838416922f620	senatelecom_fa_22360191.mp3	اقتباس بگیرید	2	1	twenties	male		fa	
5f58e0014c34dd14894e8cbd8c424468ebf795c0770d2706dbcf955d84e9ff6c557dd3807e9ea2d597f32f4ee9080f5e5b55c0a873c52cd3b5658a66e9a0a5ee	senatelecom_fa_21914234.mp3	مردم گینه به عنوان کمترین مصرف کننده سیگار هستند	2	0				fa	
5fe864c0072e11f4c0e6e4c4f2927a0eae73a7c85dd30e9245944b25bac4bc0001d32c3b50558f10d1c88c40cb9a4b7dc284d57efa9a7142f08ec3327e7d4bb7	senatelecom_fa_18283746.mp3	سپس در گوشه ای قایم شد تا ببیند چه کسی ان را از مسیر برمیدارد	2	1				fa	
634659b4260889fd18d3affe6e653343a00269f8b53b9a609534e7c0d571e3e435ed346d324914fc17007c5a0ee69f2700d718be1dffc728b8f01595f3a4faa3	senatelecom_fa_18564841.mp3	ولی بزرگ شدی یادت میره	2	1				fa	
63d61ff597dbfc1149c564ce8903e51255281d63030be94b9f6b0e18dc9993874fb8c3b8cfb70f0080cc3aebef27817c7487290d2cf8ea14e0bbe222d779dc99	senatelecom_fa_18989155.mp3	می خواهم وقتی بزرگ شدی مانند این مداد شوی	2	0				fa	
69c413c1a67b0fbe4633e355396833463b4594964e5e2546d288061b3ccbb37d2cd127a337258218f3ccc9e67f6f819a248d3533bb9c24c48d2d10a6f52c04ac	senatelecom_fa_21758726.mp3	گزارشگر ویژه سازمان ملل در امور حقوق بشر ایران	2	0				fa	
70c55554165203fe4736ebdb5c874ed386c26d56656126da68523abbb4d197dada34a55b3fd7517cf3632aee7c17dbe87049653e2602b02fc9d09614b877fd14	senatelecom_fa_19661612.mp3	آیا هنوز چیزی خورده ای؟	2	0				fa	
70f24656d86dc87460d2468d6635b63216e9ad0ae2397e68c845e905f7c18ef9e2a3d704e99dc3b3f78372cd28a0423f76afe656a788feb72062d3c856e617b7	senatelecom_fa_21579187.mp3	من واسه همه سایه بونم ، بدون این که بدونم	2	1	thirties	male		fa	
7181d9d4b136d26e91cb79c90d29863a00a4f93a1c8df5e5e335fc58da106421e5f6cb5af3cf0d5ae12cb10397deaec5d1748b4311ed8a37409bf9fd8e5d9e97	senatelecom_fa_19591303.mp3	چه ساعتی بیدار شدی؟	2	0	thirties	male		fa	
720f03de3fbc858452e98ad2d5273083efa7d85176586f78ec2418ce7e7617854426b1b06d1ec0a26946f28caf98b6cd74e932a0e4bc700c499fbc367321dea4	senatelecom_fa_19222889.mp3	خوب ساعتم تیز و فلزیه	2	0				fa	
7558f126d94895781ec29feee6a8ce41470d6b76cb504f677691ee4cdefa9a6efd46a9a08c7cefc82fa9980b18fce95708d49596b5093c1bd0cea5f59396c0e9	senatelecom_fa_19219219.mp3	صدای فریادها و ضربه های در از بیرون بیشتر و بیشتر می شود	2	0				fa	
7b18eb5e97399ec44044048c02c12eea2a5c5514f8233e08ebb6d3e15a1e2d6079969f083997e69841f23334d2d9dfda1f1cc79eb25b4f7c129ef1c9a70d4ba7	senatelecom_fa_19209141.mp3	(خنده) فقط، رفتن تو بزرگراه و گشت زدن	2	1	thirties	male		fa	
7d06ac5d8ef5ccf531c26b4dc9d9854b02e7d66ce91dcca3dbe85970a5759144e95dc3fbd245f4a62a92a33e8d03c1ed73328fb64a768d61bfa27ca79c9a6ebb	senatelecom_fa_19211988.mp3	او قله ی اورست را فتح می کند	2	0				fa	
7db8931e38f6fc590c65aac64cc75055877ca1a87a9b849b80b5149bdf05637aaf98b1f96579a57deb339aa9a5edc799c968a3dafa02e8c0ee608d50578a86c0	senatelecom_fa_21623049.mp3	از عاشقی میخونه وقتی که راه درازه	2	0				fa	
8117e97ac24ba9c7b174f42d4bf102e56ce7bd062e88dad44d049247eb3957527cf04550ae3a287ffbe1563e0a0c194f698de6b6db2cc12cc85c4a70556745a4	senatelecom_fa_21882855.mp3	هستند كسانی كه از نگاهشان كبر و غرور میبارد	2	0				fa	
84ef99c723e84e1d069beaaa7bea16d7c06bdaf3efc7c6f0b0c3e844979289918bd5583a788f3ac809c8bf74a6fa399d47b7974f4cb1c5bfdce867ff93fc8c70	senatelecom_fa_22166524.mp3	در دنيا چهار چيز مثل زالوست كه هر چه میخورد سير نمیشود	2	1				fa	
8ae7d2bcbfdeaeaf2cfbb62137083f79008ee067fe0ebc71486a6b5d42449848a699bdbedb805c748dc057aad0475a3418c1eb9d9733fddceb3cbcd432a043e3	senatelecom_fa_18615034.mp3	به گزارش الجزیره، قطر اعلام کرد که از ابتدای ژانویه از اوپک خارج می شود	2	1				fa	
8c465aefc0dde527d921411886fccc5c4a352488c03402dcf66cfc9e33a876d8a81996640f4db9079eb8659e9c125798c9a4228a837e8d6fcca554a66b6a1b53	senatelecom_fa_18205303.mp3	من عرضه اين کارو ندارم	2	0				fa	
962903653fe20c4194d202768d5a4544cbb33054c5c698171687056cb6737cf1f8e2557596fb3a666db298eeb54498e6e8c14cbfff3875f055d5fbf0c5109b68	senatelecom_fa_18545950.mp3	خیلی به خودت سخت نگیر.	2	0	twenties	male		fa	
98a083fccdb9d6c39f9b1bfadd8f9ff9843fcc8a38d56c042019a2a0eaa06c04ddd53c40ec0151a095863b4e90a5a8620c499cdee57ef63ae5e6f29f1555d3f2	senatelecom_fa_21869793.mp3	طاووس و بز نر و پادشاهی كه سپاهيانش همراه او هستند	2	0	twenties	male		fa	
9b27e865d5e9f97e2924ee41a02b8b02467dfb45cf622724a7d8cb9f6f959ff93f7d47462392e103dd555983e16a1959d5b9d165adf47f8132895044a46f57cc	senatelecom_fa_18553595.mp3	مردی در نمایشگاهی گلدان می فروخت	2	0				fa	
9cf1b94a4cae4df0689f090bbf98cf55dfae521be46dad09db5f9579e4572bb47510a79ed99e74dab10e91f895a7d7f727fbd36a8c7a3894e7c0a65a89e07f73	senatelecom_fa_19216184.mp3	بذار دل خوش باشن مادر بعد هشت ساله که دلم باز شده بذار راحت باشن.	2	1				fa	
9f0b0b376a12f72dd10dd8e5c045642ce9de412d4341e922152b2af6be250d3c83bd397e53960a07a5b179016c7a2bcba07aa8dd675ff05b2ee9dc3ac7fea18c	senatelecom_fa_19024693.mp3	پسر کوچولوی من چطوره؟	2	0				fa	
a197eb8e453dedcbe8bccd6fb6d84c190b4908e61f729b4007b67fdf88050fa703e3165fbc5b36f157993a92ebb812e6409c8dd5c4baadfcb5920349bcf9386d	senatelecom_fa_21001423.mp3	مجمع بینالمللی انرژی	2	0				fa	
a1cc6a6af1c00cd40896cf5aa90dd21075578a28f61c366898d3190d9c09052ae47e0fc906dc12cf78f180fb7127743852d95aa31f0457c58c11f8e00e5d1680	senatelecom_fa_21582862.mp3	جنبش اقلیتهای جنسی در خاورمیانه و شمال آفریقا	2	0				fa	
a40ac522cc03d254f1901dbf49e7945f28bcfa938f70c72ab3cbc7574f0358d0522e3ef0909bb4b6ec2a36c11cd92359c7cd160f352b520b2a1998935026517d	senatelecom_fa_19218408.mp3	من هیجان زده هستم	3	0				fa	
a50157c01ea6c8b38cfb5d9ac963a1512e915f064a4729cb408591521bfbdd2ddbd7a2b81f60f1aaf55c06a1e072dcf645f896ffdec5e54cbf635ac3b5447b57	senatelecom_fa_21685940.mp3	خطری پیش روی شما گزارش شده است	2	0				fa	
a6275e4b10bc20f830495fba2f42dc753f298768d9cc0d72d13127bc6b776438d7c4b08e26795e1a90ed049612735360c3cf7a41a08b2ee7fdced28c9af4a53a	senatelecom_fa_19238982.mp3	شبکه نمایش،یه فیلم ایرانی میداد	2	0	twenties	male		fa	
ad42fa5a6762a83e90095148d531c62923c04d9a3b2020b79295510fe8a96c23b29c661f1d897ab9bd26aef792e81b2ecfccb307d0645d2e0cfce81954aa5743	senatelecom_fa_22310340.mp3	گوركنها كه ناتوانند اما در ميان صخرهها برای خود لانه میسازند	2	0	fourties	male		fa	
ae5f0ffbfa6fd1b133c4ee87220a7050e47090ee1ba4bc6b6219803367f6d0f6f422cefeb7d43a89938a7f1d9fc4959607ac42caf6f2003c9fc3fd6da1b7d233	senatelecom_fa_18621705.mp3	نمی تونه سرشو بندازه پایین بیاد اینجا	2	0				fa	
b80988846b5c995ff7238ec4ee30ab00a62746b21b0c93d0a99d8f751f007e682bc08675705e3d166a9b7147fc1c0785bcbfa698bcd1651be5f678b43eaa0d57	senatelecom_fa_19228345.mp3	متوجه شد کیسه ای زیر ان سنگ در زمین فرو رفته است	2	0				fa	
b84602ebba885ac2695fd8f2aa2f54da12147a28c0c8997ad12e065c9bc4f2379fee0cb608bb8669b6b460dfa7dfd04762c0e7b08fcbf61ce34f978bc639280a	senatelecom_fa_20991987.mp3	شورای عالی برنامه ریزی وزارت علوم، تحقیقات و فناوری	2	0				fa	
b93dc7d53623e75dcf5a4a1f5c52dfdacf634002d40a555030dd60df46ed5369c4f681332b2156539fbd41dd38b5dcc68d8092ba8696640f16c0112f980c7b9a	senatelecom_fa_21582570.mp3	تخمک گذاری چیست؟	2	0				fa	
b9d7b57959f044a78ba8bdeebe95c571c10982f6840c67097284ec0a5eb112cb843a5de76bd9642b83de71a039821cf9a38bfd4b092674e9850f3d12e4f13465	senatelecom_fa_20756568.mp3	او بیوه است.	2	1				fa	
c03d320aa1a70221d31822f9c669a3fc0b21a527ddbe31dd304ba5da62302241e510dfd0957efd84806865e329a0e2948ac95eda207a328e9a039eb659d52d27	senatelecom_fa_21795762.mp3	چون هیچ زنی نبود که دستش را بالا ببرد و بگوید	2	0				fa	
c1193167356bfaa19bb3b8fb510557db470c5922e4258b58317470c405f8d7e0b85bda7111e47c9cbacd6f1433f2991539e03371b4d85539ceec11977e03ef55	senatelecom_fa_18616088.mp3	باشه من بهت زنگ می زنم	2	1				fa	
c286cf669ff5c7d2d57adfc471e9b4e22d3b06a30895f5c0c13185301d66fa96b9367f99ea4cb534b93d42734b987ab4fb04fafab4899542831b7c3a08fb3746	senatelecom_fa_21931084.mp3	و خوش نویسان و نقاشان به یادگیری نقاشیخط روی آوردند	2	0				fa	
c3bce162cf2eed46bce2dc08a8ca480e00af915a7e8345c9c9c90e97798ea91f87f7cf774d7d422916b3a6c44518be817d54ef725b0918f9d70f6870939a06a1	senatelecom_fa_21438355.mp3	یکی از ارزشهای راهبردی کشور دانمارک مالکیت گرینلند هست	2	0				fa	
c71e32ca5de6bec72b3065f47d093004a9d54e2d4ce5510bf6a4f4086173054b0771d9594ccb76a6d1293e3edc8096f63cd525f4560c16c4f6f455f94f0e12cb	senatelecom_fa_21805554.mp3	تمام عمرم را منتظر ماندم تا پدرم از من عذرخواهی کند	2	0				fa	
c87010d4c95a9fc2840366c30a9a3fa2ac780c573de807713fdc30645cd60ebed8ae0fe993aab42be98fc4a56a7cf0f32e9284d7c0e9e61feba6b77ebc97053c	senatelecom_fa_19489934.mp3	او سینه مرغ می خواهد.	2	0				fa	
c8bfc60f8d06d58b379232b81b0cd0522d82ff4ca7c1ad5433f7b2c142dabe8ac0923ab6d27f549174558158ba0a974a18b6d34d6a320cbd3a181d524b32a077	senatelecom_fa_19187801.mp3	نه تنها در تشخیصشان، بلکه در تمام کارهایی که انجام میدهند	2	0				fa	
c968ad0b9c10b40e39d549d68036e51fb6357a7379cf2377bd2f28449b26474ba74919ab4f81295af79501f426da953161414f46f27529622a7eb2882c3fa9ed	senatelecom_fa_19921371.mp3	اینجا خیلی گرم است.	2	0	twenties	male		fa	
ca62b2bac1bd4215689f2c8263ad945b61f85747d6d50dee0bc433b902a1803cf9ac4b6c7f309aaf0ffd5ccdb012bbe4b99501c1591b39a4d29c0454bfa9f926	senatelecom_fa_21921221.mp3	چون اگر ثروتمند شوم ممكن است تو را انكار كنم و بگويم خداوند كيست	2	0				fa	
cfc3fdddcb4744af0f0f1f6ef1500d22ec2d31ebe11c436ffb8e9346ecec0b2c039d70bb75523810bcb0c430bc62437eb181992898974441f5ce514e4b2c34e0	senatelecom_fa_19208900.mp3	برای توضیح بیشتر خوب است عرض کنم که من روز گذشته خواسته بودم او را دستگیر کنم	2	0				fa	
d13aaff05ab2922827f8e5ad71aedce3c25f9c28b1c551b7d90f4ac0f456b84121a685d63cc62591252e60b42d8b6aa5e6d34933c80c4566f76a1f44633adfdf	senatelecom_fa_21829263.mp3	ولینگتون جنوبیترین پایتخت دنیا در نیوزیلند میباشد	2	0				fa	
d9bda9f5086532749b27927e22138592fc63cbb374e3a6f6213d52e555b0271a71dad82dc16baa105d3e1acb554d73d7d9622ac445a994d3e8507ca4f4c3eb4b	senatelecom_fa_20072771.mp3	خوشمزه است.	2	1				fa	
de661e8633adaaa9bb3e8253c5fb6bf8ef1b3410782d1fcaaed2df231d8f3436d119ca8feff3fd5350683b2857a747facd38226989c08a1053498c718eaaf9e4	senatelecom_fa_21669686.mp3	از من به در به جوال کاه	2	0				fa	
e236717b97f48dda9db5d3ffea831c00fabd24cb5d0c477a1c5878bb4ee31182eba0254047da7a8ada41416f5704bb492a4bddfd064617db6692f0edd9ddb3a3	senatelecom_fa_21576322.mp3	به خانه بازگردیم	2	1				fa	
e3e7c8003ebdc71a059a53b69799a3fb043df0cbfde6f67a77ad33641731f10b47958c14b9c3f17074b1ad0835dd925331d0350dbe9f24015eede4a1cebf699a	senatelecom_fa_18316828.mp3	باید باهاش حرف بزنم -	2	0				fa	
e439afaf98a006acf0fdf3b1e6775d85dc7e63fc85a90ec01c3ac5cbdc9a1d6e929fde07f172f7ae7d51e81e471706172dd2f51519b908ccb2f6ff976713dbba	senatelecom_fa_21895330.mp3	همه پستانداران ورتاک دارند	2	0				fa	
e494b75fded1127f241d20d2c48978e32e120494d9c32e364d2868a56fc36efba799420ce4e87b6b11e005da8b80bc8214a68b9207f509df807cec1ebd90619b	senatelecom_fa_18546621.mp3	همش سرش با کارای خل چلی ش گرمه	2	1	twenties	male		fa	
e5a1148c16212399f60d4c80a461ac09218972957da8db1e62e31b65b5a43d36c04315d0412d0387dcac45ab9a4adc9f5fc31988ba4eb4f9928dec23a851548e	senatelecom_fa_19167050.mp3	شاید بخاطر اومدن اینجا ناراحت شد؟	2	0				fa	
e72abd3afdc0d3a74494b7e75f88d5f788f04820aee24398a95365f9f4f2c1570c340e4f9447910a57e028847d25dffd4b2c9b038f13b6ebbd8863b6eb192f31	senatelecom_fa_19244567.mp3	گستره دغدغههایمان زیاد شده است	2	1				fa	
e8c0e3eb8b39deee6cd637507d69f2f36fd75694e3d6e7e2f7d606347107a5272c88676bd7e87327fff00e6d035b8d5b02b0827b6a51b6224847bb27221710cc	senatelecom_fa_19553465.mp3	غدد لنفاوی من ورم کرده اند.	2	0				fa	
ee08ff587dff51d54b066196c489c27156bc798ae343d8c399712b64b30c552c7656e41bb0223c0dba3b5c64aba86d9e92ad23425d25beb80d3d9bb7dc84416a	senatelecom_fa_19244676.mp3	میگن توی چشات اصلا رنگ نداره	2	0				fa	
f4eec52d1e215cfdf846b99bb89eff25b6c675c236f1a484e3ff8a1f2e81849d3c142e82b8c3136a12ca0cc9dca0c8851e1b9d8aba582af274428f26ac4b25ac	senatelecom_fa_21867868.mp3	نوار شن و ماسهای سفید دارای تپهزار و خاکهای رسی	2	0				fa	
f503df3d8b7149408c2308de1470bf1e76e731dbedee2358b9b7d3ae28256ca7ff0de84de85d3092cc0856e63052be7b859c449a3a3f2650a156f2e49d5c2d99	senatelecom_fa_21750702.mp3	لیما بزرگترین شهر پرو و پایتخت آن در منطقه پَست بوم بیابانی قرار دارد	2	0				fa	
f528bac2adda9341d321600012ce35fd438acde338957238a3fd007c1d78f80adef5bd413d314778de1713d3fa69e8118c7a73a3c28831a2c1918057bc0898b4	senatelecom_fa_21983682.mp3	پیش از یاموسوکرو شهر آبیجان پایتخت ساحل عاج بود	2	0				fa	
fc051282162cfe4db88f0a509b217c19a92feb4c78e8fc158f7b8282a6c62ed95ffe3bf422aff79857ba030994975d03db9c8cb17fa67b01bbca2b21c60070c8	senatelecom_fa_19233517.mp3	میتوانیم بهتر کار کنیم	2	1				fa	
fc886de7319a4f540585b026c395afeb67e230c4383dcaa18eb6a60a7ce1a0b9eb57cc6584b89f45794dbeb80b6fe49956b10bac99c2167daa943b0b5aedccd4	senatelecom_fa_19209627.mp3	من خیلی بهتون علاقه دارم و ازتون میخوام که اگه شما هم منو میپسندین و بهم علاقه دارین بیشتر اشنا بشیم	2	0				fa	
fc8f2814dcef19bb26c2d264442d2cbc9a8fe5faa5e02ca1fef22b82fae9ebce3d54a722cce1903bcf9d30d77b5026de1b21bdfbef0a688420914ff55c60b8df	senatelecom_fa_18629167.mp3	.گوش کن ، فکر می کنی	2	0				fa	
fecb2bdbf6492306b59d0f0f8603c2bc60d1af183b52e4c6ead470634b98a30eb50b1a63817879ad39dbdee36bd21a0b06ebc8dd2e2974f5fc22195343a1feb1	senatelecom_fa_19154723.mp3	همون کم مونده بود واسه پسر من صفحه بذاری.	2	1				fa	
0153d25fa6ad136d9897d1e12e37fe28a129499a6adcf7d1744a72fec187e13967c2efe04cfabc1eea856679ebd4f3ac87e820cb0d9bd286c75f1e370b871331	senatelecom_fa_19212026.mp3	من فقط میخواستم بگم من	2	1				fa	
0153d25fa6ad136d9897d1e12e37fe28a129499a6adcf7d1744a72fec187e13967c2efe04cfabc1eea856679ebd4f3ac87e820cb0d9bd286c75f1e370b871331	senatelecom_fa_19212030.mp3	و خیلیها مادر شدند وقتی خودشان هنوز بچه بودند	2	1				fa	
0443b7dbc755f6f4b5a22f1cd5d51b7a2bbf87a09a3feda7995d71d60ddbbeee7f295d4f1adddf13511f24077b1b79a929bec2cc822e8f891e8d158fb108bf34	senatelecom_fa_18582295.mp3	می خوام بچه دار بشم	3	0				fa	
